List,dec
text+button,5.6%
popup_with_access,0.0%
text_only,10.0%
open_with,0.0%
text_empty,3.3%
share_with,94.2%
list+on_off,2.9%
advertisement+button,92.5%
image_list,40.0%
popup_date,50.0%
movie,6.7%
menu_list,2.9%
translate_with_sound,0.0%
IME,10.0%
dialer,20.0%
translate,4.0%
image_view,7.5%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,8.6%
pinpoint_location,3.3%
popup_with_continue_as_name,0.0%
list,7.5%
camera,57.5%
picture,53.3%
popup,3.3%
navigation_menu,22.2%
input_form,6.7%
select_dialog,30.0%
calendar,86.7%
text_image,6.7%
continue_button,2.4%
theme,0.0%
homescreen,20.0%
Total,22.0%
