List,dec
text+button,5.6%
popup_with_access,0.0%
text_only,6.7%
open_with,24.4%
text_empty,10.0%
share_with,84.6%
list+on_off,0.0%
advertisement+button,92.5%
image_list,26.7%
popup_date,16.7%
movie,10.0%
menu_list,2.9%
translate_with_sound,100.0%
IME,0.0%
dialer,6.7%
translate,92.0%
image_view,5.0%
location_selection,0.0%
continue_as_name,0.0%
popup_with_full_screen,8.6%
pinpoint_location,3.3%
popup_with_continue_as_name,80.0%
list,25.0%
camera,0.0%
picture,0.0%
popup,13.3%
navigation_menu,6.7%
input_form,6.7%
select_dialog,53.3%
calendar,3.3%
text_image,3.3%
continue_button,2.4%
theme,4.5%
homescreen,40.0%
Total,23.1%
