List,dec
text+button,22.2%
popup_with_access,76.7%
text_only,3.3%
open_with,2.2%
text_empty,3.3%
share_with,94.2%
list+on_off,94.3%
advertisement+button,2.5%
image_list,66.7%
popup_date,0.0%
movie,6.7%
menu_list,40.0%
translate_with_sound,100.0%
IME,10.0%
dialer,6.7%
translate,0.0%
image_view,2.5%
location_selection,0.0%
continue_as_name,0.0%
popup_with_full_screen,2.9%
pinpoint_location,6.7%
popup_with_continue_as_name,2.9%
list,10.0%
camera,0.0%
picture,0.0%
popup,10.0%
navigation_menu,2.2%
input_form,16.7%
select_dialog,3.3%
calendar,13.3%
text_image,10.0%
continue_button,2.4%
theme,0.0%
homescreen,0.0%
Total,20.5%
