List,dec
text+button,16.7%
popup_with_access,0.0%
text_only,26.7%
open_with,2.2%
text_empty,16.7%
share_with,94.2%
list+on_off,71.4%
advertisement+button,62.5%
image_list,64.4%
popup_date,16.7%
movie,6.7%
menu_list,82.9%
translate_with_sound,0.0%
IME,10.0%
dialer,20.0%
translate,92.0%
image_view,7.5%
location_selection,3.3%
continue_as_name,75.0%
popup_with_full_screen,5.7%
pinpoint_location,76.7%
popup_with_continue_as_name,2.9%
list,30.0%
camera,0.0%
picture,0.0%
popup,23.3%
navigation_menu,28.9%
input_form,0.0%
select_dialog,53.3%
calendar,90.0%
text_image,16.7%
continue_button,2.4%
theme,0.0%
homescreen,0.0%
Total,32.1%
