List,dec
c12,16.7%
c13,94.3%
c18,6.7%
c21,7.9%
c6,94.3%
c3,6.7%
c1,3.3%
c23,84.2%
c5,12.5%
c17,16.7%
c11,4.4%
c2,92.5%
c7,0.0%
c16,6.7%
c15,0.0%
c10,60.0%
c20,5.3%
c14,11.1%
c9,100.0%
c19,100.0%
c22,2.7%
c8,0.0%
c4,0.0%
Total,30.1%
