List,dec
text+button,11.1%
popup_with_access,0.0%
text_only,13.3%
open_with,2.2%
text_empty,10.0%
share_with,0.0%
list+on_off,71.4%
advertisement+button,60.0%
image_list,17.8%
popup_date,0.0%
movie,26.7%
menu_list,82.9%
translate_with_sound,0.0%
IME,0.0%
dialer,6.7%
translate,92.0%
image_view,17.5%
location_selection,76.7%
continue_as_name,75.0%
popup_with_full_screen,2.9%
pinpoint_location,6.7%
popup_with_continue_as_name,71.4%
list,45.0%
camera,35.0%
picture,53.3%
popup,16.7%
navigation_menu,11.1%
input_form,3.3%
select_dialog,0.0%
calendar,90.0%
text_image,6.7%
continue_button,2.4%
theme,0.0%
homescreen,0.0%
Total,27.3%
