List,dec
r31,0.0%
r7,100.0%
r10,20.0%
r21,25.0%
r34,51.4%
r4,0.0%
r33,100.0%
r12,10.0%
r13,45.7%
r6,40.0%
r29,100.0%
r3,13.3%
r24,5.0%
r32,0.0%
r16,6.7%
r28,0.0%
r25,10.0%
r23,16.7%
r18,10.0%
r11,26.7%
r27,96.0%
r5,5.0%
r17,33.3%
r19,17.6%
r8,3.3%
r1,80.0%
r30,30.0%
r22,2.4%
r26,100.0%
r9,100.0%
r14,13.3%
r2,35.0%
r20,70.0%
r15,0.0%
Total,35.7%
