List,dec
r31,100.0%
r7,0.0%
r10,20.0%
r21,75.0%
r34,11.4%
r4,0.0%
r33,100.0%
r12,0.0%
r13,22.9%
r6,97.1%
r29,0.0%
r3,80.0%
r24,2.5%
r32,100.0%
r16,23.3%
r28,100.0%
r25,13.3%
r23,5.6%
r18,3.3%
r11,11.1%
r27,96.0%
r5,20.0%
r17,10.0%
r19,94.1%
r8,90.0%
r1,10.0%
r30,3.3%
r22,16.7%
r26,6.7%
r9,9.1%
r14,40.0%
r2,20.0%
r20,22.5%
r15,0.0%
Total,32.7%
