List,dec
r31,0.0%
r7,0.0%
r10,0.0%
r21,0.0%
r34,11.4%
r4,0.0%
r33,5.7%
r12,3.3%
r13,91.4%
r6,2.9%
r29,88.5%
r3,0.0%
r24,5.0%
r32,96.7%
r16,6.7%
r28,13.3%
r25,3.3%
r23,11.1%
r18,26.7%
r11,42.2%
r27,0.0%
r5,12.5%
r17,10.0%
r19,0.0%
r8,0.0%
r1,3.3%
r30,6.7%
r22,23.8%
r26,60.0%
r9,0.0%
r14,4.4%
r2,0.0%
r20,92.5%
r15,20.0%
Total,23.0%
