List,dec
c12,33.3%
c13,5.7%
c18,3.3%
c21,5.3%
c6,97.1%
c3,0.0%
c1,20.0%
c23,26.3%
c5,25.0%
c17,23.3%
c11,4.4%
c2,27.5%
c7,0.0%
c16,26.7%
c15,40.0%
c10,0.0%
c20,18.4%
c14,40.0%
c9,9.1%
c19,100.0%
c22,62.2%
c8,93.3%
c4,0.0%
Total,30.0%
