List,dec
c12,43.3%
c13,0.0%
c18,0.0%
c21,2.6%
c6,100.0%
c3,0.0%
c1,66.7%
c23,2.6%
c5,0.0%
c17,10.0%
c11,48.9%
c2,85.0%
c7,76.7%
c16,0.0%
c15,0.0%
c10,0.0%
c20,0.0%
c14,2.2%
c9,0.0%
c19,0.0%
c22,0.0%
c8,0.0%
c4,0.0%
Total,21.9%
