List,dec
c12,40.0%
c13,0.0%
c18,30.0%
c21,15.8%
c6,97.1%
c3,0.0%
c1,60.0%
c23,2.6%
c5,0.0%
c17,26.7%
c11,2.2%
c2,5.0%
c7,100.0%
c16,50.0%
c15,40.0%
c10,20.0%
c20,10.5%
c14,6.7%
c9,0.0%
c19,100.0%
c22,100.0%
c8,90.0%
c4,10.0%
Total,34.0%
