List,dec
c12,20.0%
c13,45.7%
c18,13.3%
c21,2.6%
c6,97.1%
c3,13.3%
c1,76.7%
c23,36.8%
c5,5.0%
c17,33.3%
c11,73.3%
c2,0.0%
c7,100.0%
c16,6.7%
c15,56.7%
c10,0.0%
c20,5.3%
c14,17.8%
c9,0.0%
c19,100.0%
c22,70.3%
c8,0.0%
c4,0.0%
Total,35.3%
