List,dec
c12,40.0%
c13,97.1%
c18,10.0%
c21,15.8%
c6,97.1%
c3,6.7%
c1,66.7%
c23,7.9%
c5,32.5%
c17,50.0%
c11,31.1%
c2,30.0%
c7,0.0%
c16,3.3%
c15,83.3%
c10,20.0%
c20,5.3%
c14,4.4%
c9,0.0%
c19,0.0%
c22,81.1%
c8,3.3%
c4,0.0%
Total,32.7%
