List,dec
c12,6.7%
c13,8.6%
c18,33.3%
c21,13.2%
c6,97.1%
c3,13.3%
c1,33.3%
c23,26.3%
c5,25.0%
c17,23.3%
c11,4.4%
c2,27.5%
c7,0.0%
c16,6.7%
c15,10.0%
c10,0.0%
c20,18.4%
c14,40.0%
c9,4.5%
c19,0.0%
c22,62.2%
c8,93.3%
c4,10.0%
Total,27.0%
