List,dec
c12,40.0%
c13,2.9%
c18,3.3%
c21,5.3%
c6,97.1%
c3,6.7%
c1,66.7%
c23,21.1%
c5,22.5%
c17,56.7%
c11,6.7%
c2,35.0%
c7,0.0%
c16,10.0%
c15,43.3%
c10,0.0%
c20,5.3%
c14,46.7%
c9,0.0%
c19,0.0%
c22,0.0%
c8,83.3%
c4,0.0%
Total,26.6%
