List,dec
text+button,22.2%
popup_with_access,80.0%
text_only,23.3%
open_with,2.2%
text_empty,16.7%
share_with,94.2%
list+on_off,71.4%
advertisement+button,25.0%
image_list,66.7%
popup_date,0.0%
movie,6.7%
menu_list,82.9%
translate_with_sound,100.0%
IME,0.0%
dialer,13.3%
translate,0.0%
image_view,17.5%
location_selection,0.0%
continue_as_name,0.0%
popup_with_full_screen,2.9%
pinpoint_location,6.7%
popup_with_continue_as_name,14.3%
list,32.5%
camera,35.0%
picture,0.0%
popup,20.0%
navigation_menu,2.2%
input_form,3.3%
select_dialog,56.7%
calendar,3.3%
text_image,3.3%
continue_button,14.3%
theme,0.0%
homescreen,0.0%
Total,28.0%
