List,dec
text+button,11.1%
popup_with_access,3.3%
text_only,6.7%
open_with,60.0%
text_empty,6.7%
share_with,55.8%
list+on_off,28.6%
advertisement+button,85.0%
image_list,64.4%
popup_date,16.7%
movie,63.3%
menu_list,82.9%
translate_with_sound,0.0%
IME,10.0%
dialer,6.7%
translate,92.0%
image_view,2.5%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,8.6%
pinpoint_location,0.0%
popup_with_continue_as_name,68.6%
list,62.5%
camera,0.0%
picture,0.0%
popup,3.3%
navigation_menu,8.9%
input_form,10.0%
select_dialog,53.3%
calendar,90.0%
text_image,3.3%
continue_button,4.8%
theme,0.0%
homescreen,0.0%
Total,32.3%
