List,dec
c12,43.3%
c13,2.9%
c18,3.3%
c21,7.9%
c6,97.1%
c3,0.0%
c1,73.3%
c23,18.4%
c5,17.5%
c17,3.3%
c11,15.6%
c2,97.5%
c7,0.0%
c16,3.3%
c15,3.3%
c10,0.0%
c20,0.0%
c14,26.7%
c9,4.5%
c19,94.1%
c22,0.0%
c8,3.3%
c4,0.0%
Total,23.9%
