List,dec
c12,43.3%
c13,2.9%
c18,3.3%
c21,15.8%
c6,97.1%
c3,73.3%
c1,60.0%
c23,15.8%
c5,25.0%
c17,10.0%
c11,24.4%
c2,47.5%
c7,0.0%
c16,6.7%
c15,36.7%
c10,60.0%
c20,10.5%
c14,53.3%
c9,0.0%
c19,94.1%
c22,97.3%
c8,86.7%
c4,0.0%
Total,36.4%
