List,dec
r31,0.0%
r7,0.0%
r10,20.0%
r21,0.0%
r34,28.6%
r4,20.0%
r33,91.4%
r12,40.0%
r13,97.1%
r6,97.1%
r29,82.7%
r3,13.3%
r24,7.5%
r32,100.0%
r16,6.7%
r28,0.0%
r25,80.0%
r23,5.6%
r18,13.3%
r11,20.0%
r27,0.0%
r5,15.0%
r17,10.0%
r19,76.5%
r8,0.0%
r1,3.3%
r30,6.7%
r22,0.0%
r26,40.0%
r9,18.2%
r14,6.7%
r2,60.0%
r20,0.0%
r15,40.0%
Total,31.7%
