List,dec
text+button,22.2%
popup_with_access,80.0%
text_only,46.7%
open_with,55.6%
text_empty,20.0%
share_with,76.9%
list+on_off,94.3%
advertisement+button,55.0%
image_list,26.7%
popup_date,50.0%
movie,3.3%
menu_list,40.0%
translate_with_sound,0.0%
IME,10.0%
dialer,6.7%
translate,92.0%
image_view,7.5%
location_selection,0.0%
continue_as_name,0.0%
popup_with_full_screen,25.7%
pinpoint_location,6.7%
popup_with_continue_as_name,0.0%
list,2.5%
camera,10.0%
picture,53.3%
popup,3.3%
navigation_menu,22.2%
input_form,3.3%
select_dialog,56.7%
calendar,0.0%
text_image,3.3%
continue_button,2.4%
theme,4.5%
homescreen,0.0%
Total,28.2%
