List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,23.3%,76.7%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,20.0%,20.0%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,88.6%,88.6%
r6,91.4%,91.4%
r29,96.2%,84.6%
r3,0.0%,0.0%
r24,40.0%,25.0%
r32,0.0%,100.0%
r16,20.0%,0.0%
r28,97.8%,28.9%
r25,83.3%,83.3%
r23,0.0%,0.0%
r18,0.0%,53.3%
r11,55.6%,55.6%
r27,96.0%,0.0%
r5,0.0%,0.0%
r17,6.7%,10.0%
r19,0.0%,0.0%
r8,76.7%,76.7%
r1,86.7%,86.7%
r30,10.0%,0.0%
r22,9.5%,2.4%
r26,0.0%,60.0%
r9,100.0%,100.0%
r14,22.2%,13.3%
r2,95.0%,95.0%
r20,32.5%,32.5%
r15,63.3%,63.3%
Total,47.4%,46.3%
