List,dec
r31,0.0%
r7,0.0%
r10,20.0%
r21,0.0%
r34,28.6%
r4,20.0%
r33,0.0%
r12,10.0%
r13,97.1%
r6,97.1%
r29,96.2%
r3,0.0%
r24,7.5%
r32,90.0%
r16,6.7%
r28,11.1%
r25,10.0%
r23,11.1%
r18,3.3%
r11,31.1%
r27,0.0%
r5,12.5%
r17,10.0%
r19,76.5%
r8,3.3%
r1,0.0%
r30,3.3%
r22,0.0%
r26,0.0%
r9,0.0%
r14,6.7%
r2,60.0%
r20,0.0%
r15,20.0%
Total,24.7%
