List,dec
r31,50.0%
r7,0.0%
r10,0.0%
r21,75.0%
r34,40.0%
r4,10.0%
r33,100.0%
r12,6.7%
r13,54.3%
r6,97.1%
r29,100.0%
r3,6.7%
r24,2.5%
r32,0.0%
r16,16.7%
r28,0.0%
r25,20.0%
r23,11.1%
r18,26.7%
r11,71.1%
r27,0.0%
r5,10.0%
r17,16.7%
r19,0.0%
r8,0.0%
r1,10.0%
r30,16.7%
r22,2.4%
r26,0.0%
r9,81.8%
r14,2.2%
r2,5.0%
r20,95.0%
r15,0.0%
Total,29.8%
