List,dec
r31,0.0%
r7,0.0%
r10,0.0%
r21,0.0%
r34,11.4%
r4,30.0%
r33,5.7%
r12,6.7%
r13,91.4%
r6,0.0%
r29,0.0%
r3,6.7%
r24,5.0%
r32,96.7%
r16,10.0%
r28,17.8%
r25,3.3%
r23,11.1%
r18,3.3%
r11,31.1%
r27,0.0%
r5,2.5%
r17,6.7%
r19,35.3%
r8,3.3%
r1,23.3%
r30,6.7%
r22,2.4%
r26,60.0%
r9,0.0%
r14,2.2%
r2,92.5%
r20,0.0%
r15,20.0%
Total,17.7%
