List,dec
c12,10.0%
c13,11.4%
c18,13.3%
c21,18.4%
c6,97.1%
c3,66.7%
c1,33.3%
c23,7.9%
c5,40.0%
c17,3.3%
c11,15.6%
c2,45.0%
c7,0.0%
c16,16.7%
c15,43.3%
c10,0.0%
c20,2.6%
c14,4.4%
c9,22.7%
c19,100.0%
c22,37.8%
c8,3.3%
c4,0.0%
Total,25.0%
