List,dec
c12,43.3%
c13,82.9%
c18,0.0%
c21,15.8%
c6,97.1%
c3,0.0%
c1,0.0%
c23,2.6%
c5,0.0%
c17,13.3%
c11,44.4%
c2,10.0%
c7,23.3%
c16,0.0%
c15,0.0%
c10,0.0%
c20,0.0%
c14,0.0%
c9,100.0%
c19,0.0%
c22,0.0%
c8,0.0%
c4,0.0%
Total,20.0%
