List,dec
c12,40.0%
c13,0.0%
c18,13.3%
c21,2.6%
c6,97.1%
c3,6.7%
c1,53.3%
c23,21.1%
c5,2.5%
c17,53.3%
c11,73.3%
c2,0.0%
c7,0.0%
c16,6.7%
c15,56.7%
c10,0.0%
c20,2.6%
c14,6.7%
c9,100.0%
c19,100.0%
c22,100.0%
c8,0.0%
c4,10.0%
Total,32.3%
