List,dec
c12,6.7%
c13,14.3%
c18,3.3%
c21,13.2%
c6,97.1%
c3,6.7%
c1,63.3%
c23,13.2%
c5,2.5%
c17,6.7%
c11,73.3%
c2,60.0%
c7,0.0%
c16,50.0%
c15,13.3%
c10,0.0%
c20,2.6%
c14,15.6%
c9,81.8%
c19,52.9%
c22,0.0%
c8,0.0%
c4,10.0%
Total,26.7%
