List,dec
text+button,27.8%
popup_with_access,16.7%
text_only,0.0%
open_with,57.8%
text_empty,26.7%
share_with,94.2%
list+on_off,94.3%
advertisement+button,85.0%
image_list,66.7%
popup_date,33.3%
movie,63.3%
menu_list,2.9%
translate_with_sound,0.0%
IME,10.0%
dialer,6.7%
translate,92.0%
image_view,10.0%
location_selection,0.0%
continue_as_name,0.0%
popup_with_full_screen,8.6%
pinpoint_location,0.0%
popup_with_continue_as_name,0.0%
list,45.0%
camera,57.5%
picture,0.0%
popup,16.7%
navigation_menu,4.4%
input_form,6.7%
select_dialog,13.3%
calendar,0.0%
text_image,3.3%
continue_button,2.4%
theme,0.0%
homescreen,0.0%
Total,30.0%
