List,dec
text+button,0.0%
popup_with_access,0.0%
text_only,53.3%
open_with,0.0%
text_empty,20.0%
share_with,86.5%
list+on_off,94.3%
advertisement+button,82.5%
image_list,66.7%
popup_date,0.0%
movie,30.0%
menu_list,0.0%
translate_with_sound,0.0%
IME,0.0%
dialer,6.7%
translate,0.0%
image_view,25.0%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,5.7%
pinpoint_location,0.0%
popup_with_continue_as_name,0.0%
list,77.5%
camera,0.0%
picture,0.0%
popup,3.3%
navigation_menu,44.4%
input_form,0.0%
select_dialog,86.7%
calendar,0.0%
text_image,0.0%
continue_button,7.1%
theme,0.0%
homescreen,0.0%
Total,27.2%
