List,dec
c12,40.0%
c13,14.3%
c18,6.7%
c21,13.2%
c6,97.1%
c3,6.7%
c1,63.3%
c23,7.9%
c5,70.0%
c17,6.7%
c11,73.3%
c2,0.0%
c7,0.0%
c16,50.0%
c15,23.3%
c10,0.0%
c20,2.6%
c14,4.4%
c9,81.8%
c19,0.0%
c22,100.0%
c8,0.0%
c4,0.0%
Total,32.0%
