List,dec
c12,10.0%
c13,2.9%
c18,13.3%
c21,18.4%
c6,97.1%
c3,0.0%
c1,60.0%
c23,15.8%
c5,7.5%
c17,53.3%
c11,71.1%
c2,35.0%
c7,0.0%
c16,3.3%
c15,56.7%
c10,0.0%
c20,5.3%
c14,2.2%
c9,0.0%
c19,0.0%
c22,100.0%
c8,83.3%
c4,10.0%
Total,31.7%
