List,dec
text+button,0.0%
popup_with_access,0.0%
text_only,10.0%
open_with,0.0%
text_empty,6.7%
share_with,57.7%
list+on_off,94.3%
advertisement+button,32.5%
image_list,0.0%
popup_date,50.0%
movie,13.3%
menu_list,85.7%
translate_with_sound,0.0%
IME,0.0%
dialer,0.0%
translate,0.0%
image_view,0.0%
location_selection,16.7%
continue_as_name,0.0%
popup_with_full_screen,0.0%
pinpoint_location,20.0%
popup_with_continue_as_name,0.0%
list,20.0%
camera,72.5%
picture,46.7%
popup,0.0%
navigation_menu,2.2%
input_form,0.0%
select_dialog,63.3%
calendar,0.0%
text_image,0.0%
continue_button,0.0%
theme,9.1%
homescreen,0.0%
Total,19.5%
