List,dec
text+button,11.1%
popup_with_access,0.0%
text_only,23.3%
open_with,2.2%
text_empty,16.7%
share_with,0.0%
list+on_off,11.4%
advertisement+button,60.0%
image_list,2.2%
popup_date,0.0%
movie,6.7%
menu_list,82.9%
translate_with_sound,0.0%
IME,0.0%
dialer,33.3%
translate,92.0%
image_view,7.5%
location_selection,76.7%
continue_as_name,0.0%
popup_with_full_screen,25.7%
pinpoint_location,76.7%
popup_with_continue_as_name,2.9%
list,10.0%
camera,2.5%
picture,53.3%
popup,6.7%
navigation_menu,2.2%
input_form,3.3%
select_dialog,3.3%
calendar,90.0%
text_image,16.7%
continue_button,9.5%
theme,0.0%
homescreen,0.0%
Total,21.6%
