List,dec
text+button,5.6%
popup_with_access,0.0%
text_only,26.7%
open_with,4.4%
text_empty,3.3%
share_with,94.2%
list+on_off,71.4%
advertisement+button,25.0%
image_list,66.7%
popup_date,0.0%
movie,60.0%
menu_list,82.9%
translate_with_sound,0.0%
IME,20.0%
dialer,13.3%
translate,92.0%
image_view,5.0%
location_selection,3.3%
continue_as_name,0.0%
popup_with_full_screen,2.9%
pinpoint_location,76.7%
popup_with_continue_as_name,2.9%
list,37.5%
camera,2.5%
picture,0.0%
popup,6.7%
navigation_menu,2.2%
input_form,6.7%
select_dialog,56.7%
calendar,90.0%
text_image,3.3%
continue_button,4.8%
theme,0.0%
homescreen,0.0%
Total,29.6%
