List,dec
text+button,5.6%
popup_with_access,36.7%
text_only,16.7%
open_with,22.2%
text_empty,16.7%
share_with,94.2%
list+on_off,94.3%
advertisement+button,85.0%
image_list,66.7%
popup_date,0.0%
movie,43.3%
menu_list,0.0%
translate_with_sound,0.0%
IME,0.0%
dialer,13.3%
translate,92.0%
image_view,2.5%
location_selection,3.3%
continue_as_name,0.0%
popup_with_full_screen,11.4%
pinpoint_location,76.7%
popup_with_continue_as_name,77.1%
list,27.5%
camera,35.0%
picture,6.7%
popup,3.3%
navigation_menu,13.3%
input_form,36.7%
select_dialog,0.0%
calendar,0.0%
text_image,3.3%
continue_button,2.4%
theme,0.0%
homescreen,0.0%
Total,31.8%
