List,dec
text+button,11.1%
popup_with_access,0.0%
text_only,26.7%
open_with,2.2%
text_empty,10.0%
share_with,1.9%
list+on_off,71.4%
advertisement+button,60.0%
image_list,66.7%
popup_date,0.0%
movie,43.3%
menu_list,82.9%
translate_with_sound,0.0%
IME,0.0%
dialer,13.3%
translate,92.0%
image_view,15.0%
location_selection,3.3%
continue_as_name,75.0%
popup_with_full_screen,2.9%
pinpoint_location,76.7%
popup_with_continue_as_name,5.7%
list,27.5%
camera,0.0%
picture,0.0%
popup,3.3%
navigation_menu,6.7%
input_form,26.7%
select_dialog,53.3%
calendar,90.0%
text_image,6.7%
continue_button,4.8%
theme,0.0%
homescreen,0.0%
Total,27.0%
