List,dec
text+button,16.7%
popup_with_access,0.0%
text_only,3.3%
open_with,2.2%
text_empty,16.7%
share_with,1.9%
list+on_off,71.4%
advertisement+button,60.0%
image_list,66.7%
popup_date,16.7%
movie,6.7%
menu_list,82.9%
translate_with_sound,0.0%
IME,20.0%
dialer,6.7%
translate,92.0%
image_view,17.5%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,2.9%
pinpoint_location,0.0%
popup_with_continue_as_name,74.3%
list,17.5%
camera,0.0%
picture,53.3%
popup,20.0%
navigation_menu,13.3%
input_form,3.3%
select_dialog,53.3%
calendar,90.0%
text_image,6.7%
continue_button,2.4%
theme,4.5%
homescreen,0.0%
Total,26.3%
