List,dec
c12,0.0%
c13,0.0%
c18,6.7%
c21,18.4%
c6,0.0%
c3,0.0%
c1,3.3%
c23,10.5%
c5,5.0%
c17,3.3%
c11,97.8%
c2,32.5%
c7,100.0%
c16,0.0%
c15,16.7%
c10,0.0%
c20,2.6%
c14,26.7%
c9,0.0%
c19,94.1%
c22,18.9%
c8,0.0%
c4,0.0%
Total,20.7%
