List,dec
text+button,11.1%
popup_with_access,3.3%
text_only,40.0%
open_with,24.4%
text_empty,10.0%
share_with,84.6%
list+on_off,0.0%
advertisement+button,92.5%
image_list,13.3%
popup_date,33.3%
movie,0.0%
menu_list,37.1%
translate_with_sound,100.0%
IME,10.0%
dialer,0.0%
translate,92.0%
image_view,7.5%
location_selection,3.3%
continue_as_name,25.0%
popup_with_full_screen,5.7%
pinpoint_location,0.0%
popup_with_continue_as_name,80.0%
list,37.5%
camera,2.5%
picture,0.0%
popup,3.3%
navigation_menu,2.2%
input_form,3.3%
select_dialog,6.7%
calendar,33.3%
text_image,10.0%
continue_button,4.8%
theme,0.0%
homescreen,20.0%
Total,24.5%
