List,dec
text+button,5.6%
popup_with_access,36.7%
text_only,10.0%
open_with,35.6%
text_empty,6.7%
share_with,5.8%
list+on_off,0.0%
advertisement+button,67.5%
image_list,0.0%
popup_date,0.0%
movie,20.0%
menu_list,82.9%
translate_with_sound,0.0%
IME,0.0%
dialer,60.0%
translate,92.0%
image_view,0.0%
location_selection,3.3%
continue_as_name,75.0%
popup_with_full_screen,0.0%
pinpoint_location,56.7%
popup_with_continue_as_name,77.1%
list,2.5%
camera,27.5%
picture,0.0%
popup,0.0%
navigation_menu,8.9%
input_form,0.0%
select_dialog,0.0%
calendar,3.3%
text_image,0.0%
continue_button,0.0%
theme,0.0%
homescreen,0.0%
Total,19.8%
