List,dec
text+button,22.2%
popup_with_access,76.7%
text_only,3.3%
open_with,2.2%
text_empty,3.3%
share_with,88.5%
list+on_off,94.3%
advertisement+button,17.5%
image_list,66.7%
popup_date,50.0%
movie,0.0%
menu_list,2.9%
translate_with_sound,0.0%
IME,0.0%
dialer,6.7%
translate,92.0%
image_view,12.5%
location_selection,0.0%
continue_as_name,0.0%
popup_with_full_screen,11.4%
pinpoint_location,6.7%
popup_with_continue_as_name,0.0%
list,47.5%
camera,90.0%
picture,46.7%
popup,10.0%
navigation_menu,31.1%
input_form,3.3%
select_dialog,33.3%
calendar,26.7%
text_image,10.0%
continue_button,2.4%
theme,0.0%
homescreen,20.0%
Total,28.8%
