List,dec
text+button,0.0%
popup_with_access,0.0%
text_only,40.0%
open_with,86.7%
text_empty,26.7%
share_with,94.2%
list+on_off,94.3%
advertisement+button,85.0%
image_list,64.4%
popup_date,0.0%
movie,63.3%
menu_list,0.0%
translate_with_sound,0.0%
IME,0.0%
dialer,0.0%
translate,0.0%
image_view,5.0%
location_selection,3.3%
continue_as_name,75.0%
popup_with_full_screen,8.6%
pinpoint_location,76.7%
popup_with_continue_as_name,0.0%
list,0.0%
camera,0.0%
picture,0.0%
popup,13.3%
navigation_menu,0.0%
input_form,0.0%
select_dialog,86.7%
calendar,0.0%
text_image,30.0%
continue_button,0.0%
theme,77.3%
homescreen,0.0%
Total,31.4%
