List,gaussian_mixture,kmeans
r31,0.0%,50.0%
r7,100.0%,26.7%
r10,20.0%,20.0%
r21,0.0%,0.0%
r34,40.0%,51.4%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,43.3%,20.0%
r13,5.7%,14.3%
r6,97.1%,45.7%
r29,86.5%,13.5%
r3,80.0%,80.0%
r24,5.0%,5.0%
r32,100.0%,100.0%
r16,0.0%,3.3%
r28,24.4%,75.6%
r25,3.3%,40.0%
r23,0.0%,0.0%
r18,10.0%,16.7%
r11,15.6%,8.9%
r27,96.0%,96.0%
r5,0.0%,0.0%
r17,0.0%,20.0%
r19,0.0%,100.0%
r8,96.7%,0.0%
r1,76.7%,0.0%
r30,46.7%,33.3%
r22,2.4%,14.3%
r26,6.7%,20.0%
r9,0.0%,9.1%
r14,53.3%,53.3%
r2,47.5%,0.0%
r20,22.5%,0.0%
r15,26.7%,26.7%
Total,39.2%,29.9%
