List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,100.0%
r10,20.0%,0.0%
r21,75.0%,75.0%
r34,57.1%,8.6%
r4,10.0%,0.0%
r33,100.0%,0.0%
r12,26.7%,26.7%
r13,5.7%,94.3%
r6,97.1%,97.1%
r29,100.0%,0.0%
r3,13.3%,13.3%
r24,15.0%,5.0%
r32,100.0%,0.0%
r16,3.3%,46.7%
r28,57.8%,42.2%
r25,83.3%,83.3%
r23,22.2%,5.6%
r18,26.7%,10.0%
r11,73.3%,22.2%
r27,96.0%,96.0%
r5,30.0%,27.5%
r17,46.7%,10.0%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,0.0%,96.7%
r30,10.0%,10.0%
r22,21.4%,14.3%
r26,60.0%,40.0%
r9,0.0%,100.0%
r14,40.0%,15.6%
r2,32.5%,60.0%
r20,20.0%,20.0%
r15,0.0%,0.0%
Total,45.8%,35.7%
