List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,76.7%,23.3%
r10,20.0%,0.0%
r21,100.0%,25.0%
r34,28.6%,34.3%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,10.0%,16.7%
r13,45.7%,40.0%
r6,40.0%,88.6%
r29,7.7%,38.5%
r3,6.7%,6.7%
r24,5.0%,15.0%
r32,96.7%,96.7%
r16,30.0%,40.0%
r28,100.0%,0.0%
r25,3.3%,83.3%
r23,16.7%,11.1%
r18,10.0%,23.3%
r11,31.1%,48.9%
r27,100.0%,96.0%
r5,42.5%,25.0%
r17,3.3%,26.7%
r19,0.0%,0.0%
r8,86.7%,83.3%
r1,70.0%,70.0%
r30,6.7%,10.0%
r22,0.0%,11.9%
r26,0.0%,60.0%
r9,100.0%,100.0%
r14,53.3%,22.2%
r2,30.0%,12.5%
r20,65.0%,20.0%
r15,10.0%,0.0%
Total,40.2%,38.0%
