List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,73.3%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,60.0%,22.9%
r4,20.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,6.7%
r13,40.0%,40.0%
r6,37.1%,40.0%
r29,13.5%,88.5%
r3,13.3%,6.7%
r24,2.5%,2.5%
r32,96.7%,100.0%
r16,53.3%,20.0%
r28,24.4%,42.2%
r25,80.0%,80.0%
r23,5.6%,0.0%
r18,6.7%,10.0%
r11,0.0%,73.3%
r27,0.0%,96.0%
r5,25.0%,17.5%
r17,0.0%,3.3%
r19,0.0%,0.0%
r8,43.3%,80.0%
r1,73.3%,73.3%
r30,23.3%,13.3%
r22,4.8%,9.5%
r26,40.0%,0.0%
r9,95.5%,0.0%
r14,15.6%,13.3%
r2,95.0%,35.0%
r20,70.0%,72.5%
r15,0.0%,0.0%
Total,36.6%,39.4%
