List,gaussian_mixture,kmeans
r31,50.0%,33.3%
r7,100.0%,0.0%
r10,0.0%,40.0%
r21,0.0%,0.0%
r34,60.0%,0.0%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,6.7%,40.0%
r13,37.1%,5.7%
r6,2.9%,97.1%
r29,13.5%,13.5%
r3,80.0%,0.0%
r24,2.5%,15.0%
r32,100.0%,100.0%
r16,6.7%,6.7%
r28,0.0%,37.8%
r25,20.0%,3.3%
r23,0.0%,0.0%
r18,16.7%,20.0%
r11,13.3%,8.9%
r27,96.0%,96.0%
r5,25.0%,0.0%
r17,0.0%,53.3%
r19,0.0%,0.0%
r8,96.7%,96.7%
r1,70.0%,70.0%
r30,6.7%,10.0%
r22,16.7%,2.4%
r26,6.7%,20.0%
r9,0.0%,13.6%
r14,48.9%,48.9%
r2,0.0%,17.5%
r20,12.5%,22.5%
r15,26.7%,26.7%
Total,30.3%,30.6%
