List,gaussian_mixture,kmeans
r31,66.7%,0.0%
r7,26.7%,73.3%
r10,40.0%,40.0%
r21,0.0%,0.0%
r34,62.9%,22.9%
r4,20.0%,20.0%
r33,100.0%,0.0%
r12,40.0%,40.0%
r13,40.0%,40.0%
r6,37.1%,51.4%
r29,0.0%,90.4%
r3,13.3%,13.3%
r24,12.5%,17.5%
r32,100.0%,100.0%
r16,10.0%,10.0%
r28,57.8%,33.3%
r25,6.7%,80.0%
r23,5.6%,27.8%
r18,33.3%,30.0%
r11,24.4%,24.4%
r27,0.0%,96.0%
r5,25.0%,25.0%
r17,33.3%,20.0%
r19,82.4%,82.4%
r8,0.0%,3.3%
r1,96.7%,0.0%
r30,3.3%,43.3%
r22,4.8%,4.8%
r26,60.0%,40.0%
r9,95.5%,95.5%
r14,51.1%,8.9%
r2,60.0%,35.0%
r20,72.5%,72.5%
r15,0.0%,0.0%
Total,37.4%,37.5%
