List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,100.0%,100.0%
r10,40.0%,40.0%
r21,75.0%,75.0%
r34,57.1%,5.7%
r4,10.0%,10.0%
r33,0.0%,100.0%
r12,13.3%,40.0%
r13,94.3%,94.3%
r6,91.4%,97.1%
r29,100.0%,100.0%
r3,6.7%,6.7%
r24,5.0%,7.5%
r32,0.0%,0.0%
r16,43.3%,20.0%
r28,57.8%,57.8%
r25,83.3%,83.3%
r23,33.3%,5.6%
r18,20.0%,13.3%
r11,73.3%,73.3%
r27,4.0%,96.0%
r5,55.0%,55.0%
r17,36.7%,10.0%
r19,0.0%,0.0%
r8,80.0%,83.3%
r1,0.0%,0.0%
r30,16.7%,20.0%
r22,9.5%,0.0%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,40.0%,0.0%
r2,32.5%,60.0%
r20,75.0%,17.5%
r15,0.0%,93.3%
Total,45.1%,47.7%
