List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,26.7%
r10,40.0%,60.0%
r21,75.0%,0.0%
r34,57.1%,22.9%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,10.0%,23.3%
r13,94.3%,94.3%
r6,40.0%,51.4%
r29,100.0%,0.0%
r3,6.7%,6.7%
r24,20.0%,5.0%
r32,0.0%,100.0%
r16,23.3%,43.3%
r28,42.2%,57.8%
r25,80.0%,80.0%
r23,11.1%,22.2%
r18,16.7%,33.3%
r11,73.3%,22.2%
r27,96.0%,96.0%
r5,25.0%,25.0%
r17,20.0%,6.7%
r19,0.0%,0.0%
r8,3.3%,80.0%
r1,96.7%,96.7%
r30,20.0%,3.3%
r22,2.4%,16.7%
r26,60.0%,100.0%
r9,100.0%,100.0%
r14,57.8%,42.2%
r2,62.5%,32.5%
r20,72.5%,0.0%
r15,0.0%,73.3%
Total,47.5%,42.1%
