List,gaussian_mixture,kmeans
r31,16.7%,50.0%
r7,0.0%,0.0%
r10,20.0%,20.0%
r21,0.0%,0.0%
r34,28.6%,57.1%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,6.7%,40.0%
r13,37.1%,34.3%
r6,97.1%,97.1%
r29,13.5%,86.5%
r3,73.3%,73.3%
r24,2.5%,2.5%
r32,100.0%,100.0%
r16,50.0%,0.0%
r28,24.4%,24.4%
r25,10.0%,3.3%
r23,0.0%,0.0%
r18,13.3%,23.3%
r11,26.7%,15.6%
r27,96.0%,96.0%
r5,25.0%,5.0%
r17,50.0%,3.3%
r19,0.0%,0.0%
r8,0.0%,93.3%
r1,53.3%,0.0%
r30,13.3%,30.0%
r22,0.0%,0.0%
r26,40.0%,46.7%
r9,0.0%,0.0%
r14,42.2%,20.0%
r2,50.0%,45.0%
r20,42.5%,10.0%
r15,26.7%,0.0%
Total,29.4%,33.2%
