List,gaussian_mixture,kmeans
r31,66.7%,66.7%
r7,0.0%,0.0%
r10,20.0%,0.0%
r21,25.0%,0.0%
r34,57.1%,57.1%
r4,0.0%,0.0%
r33,0.0%,0.0%
r12,3.3%,36.7%
r13,48.6%,48.6%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,0.0%,73.3%
r24,2.5%,22.5%
r32,100.0%,100.0%
r16,10.0%,0.0%
r28,24.4%,24.4%
r25,56.7%,56.7%
r23,0.0%,0.0%
r18,10.0%,26.7%
r11,17.8%,17.8%
r27,96.0%,96.0%
r5,7.5%,7.5%
r17,0.0%,0.0%
r19,0.0%,100.0%
r8,93.3%,93.3%
r1,0.0%,53.3%
r30,40.0%,6.7%
r22,2.4%,2.4%
r26,0.0%,13.3%
r9,0.0%,4.5%
r14,64.4%,66.7%
r2,2.5%,2.5%
r20,35.0%,45.0%
r15,26.7%,0.0%
Total,27.9%,33.0%
