List,gaussian_mixture,kmeans
r31,66.7%,0.0%
r7,0.0%,100.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,8.6%,0.0%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,3.3%,33.3%
r13,11.4%,34.3%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,5.0%,2.5%
r32,100.0%,0.0%
r16,3.3%,20.0%
r28,24.4%,24.4%
r25,0.0%,43.3%
r23,0.0%,0.0%
r18,16.7%,10.0%
r11,13.3%,8.9%
r27,100.0%,96.0%
r5,22.5%,5.0%
r17,46.7%,0.0%
r19,100.0%,100.0%
r8,93.3%,83.3%
r1,0.0%,0.0%
r30,13.3%,43.3%
r22,2.4%,11.9%
r26,20.0%,6.7%
r9,0.0%,0.0%
r14,51.1%,53.3%
r2,50.0%,22.5%
r20,22.5%,22.5%
r15,0.0%,26.7%
Total,27.2%,28.0%
