List,gaussian_mixture,kmeans
r31,66.7%,50.0%
r7,0.0%,100.0%
r10,20.0%,0.0%
r21,0.0%,0.0%
r34,57.1%,57.1%
r4,20.0%,20.0%
r33,0.0%,100.0%
r12,3.3%,36.7%
r13,2.9%,14.3%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,0.0%,0.0%
r24,2.5%,5.0%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,24.4%,24.4%
r25,3.3%,13.3%
r23,0.0%,5.6%
r18,10.0%,26.7%
r11,4.4%,33.3%
r27,96.0%,0.0%
r5,5.0%,0.0%
r17,3.3%,0.0%
r19,100.0%,0.0%
r8,93.3%,93.3%
r1,6.7%,0.0%
r30,33.3%,40.0%
r22,2.4%,2.4%
r26,13.3%,6.7%
r9,0.0%,4.5%
r14,57.8%,57.8%
r2,47.5%,47.5%
r20,32.5%,27.5%
r15,26.7%,26.7%
Total,27.1%,29.1%
