List,gaussian_mixture,kmeans
r31,33.3%,33.3%
r7,100.0%,0.0%
r10,20.0%,20.0%
r21,75.0%,0.0%
r34,48.6%,48.6%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,34.3%,37.1%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,73.3%,6.7%
r24,32.5%,2.5%
r32,100.0%,0.0%
r16,3.3%,10.0%
r28,33.3%,24.4%
r25,3.3%,3.3%
r23,5.6%,0.0%
r18,23.3%,26.7%
r11,22.2%,6.7%
r27,96.0%,96.0%
r5,27.5%,0.0%
r17,6.7%,0.0%
r19,100.0%,100.0%
r8,93.3%,83.3%
r1,50.0%,13.3%
r30,10.0%,13.3%
r22,2.4%,4.8%
r26,20.0%,20.0%
r9,0.0%,0.0%
r14,55.6%,55.6%
r2,20.0%,17.5%
r20,22.5%,42.5%
r15,26.7%,10.0%
Total,36.5%,28.0%
