List,gaussian_mixture,kmeans
r31,0.0%,66.7%
r7,73.3%,73.3%
r10,40.0%,40.0%
r21,0.0%,0.0%
r34,22.9%,31.4%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,54.3%,0.0%
r6,20.0%,40.0%
r29,40.4%,50.0%
r3,6.7%,13.3%
r24,2.5%,17.5%
r32,100.0%,96.7%
r16,36.7%,6.7%
r28,33.3%,42.2%
r25,80.0%,80.0%
r23,5.6%,16.7%
r18,26.7%,30.0%
r11,42.2%,31.1%
r27,96.0%,0.0%
r5,25.0%,25.0%
r17,6.7%,23.3%
r19,100.0%,0.0%
r8,80.0%,80.0%
r1,0.0%,90.0%
r30,33.3%,0.0%
r22,11.9%,2.4%
r26,40.0%,60.0%
r9,95.5%,95.5%
r14,42.2%,31.1%
r2,42.5%,0.0%
r20,72.5%,72.5%
r15,43.3%,90.0%
Total,43.4%,40.5%
