List,gaussian_mixture,kmeans
c12,36.7%,40.0%
c13,37.1%,5.7%
c18,6.7%,10.0%
c21,13.2%,21.1%
c6,97.1%,97.1%
c3,80.0%,0.0%
c1,73.3%,0.0%
c23,23.7%,28.9%
c5,5.0%,5.0%
c17,20.0%,0.0%
c11,6.7%,13.3%
c2,47.5%,45.0%
c7,0.0%,0.0%
c16,33.3%,80.0%
c15,13.3%,30.0%
c10,0.0%,0.0%
c20,21.1%,31.6%
c14,66.7%,55.6%
c9,0.0%,4.5%
c19,0.0%,100.0%
c22,2.7%,2.7%
c8,96.7%,0.0%
c4,0.0%,0.0%
Total,31.4%,26.4%
