List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,100.0%
r10,20.0%,40.0%
r21,100.0%,100.0%
r34,80.0%,80.0%
r4,10.0%,20.0%
r33,100.0%,100.0%
r12,26.7%,3.3%
r13,94.3%,94.3%
r6,97.1%,97.1%
r29,100.0%,100.0%
r3,13.3%,6.7%
r24,10.0%,2.5%
r32,100.0%,100.0%
r16,50.0%,33.3%
r28,42.2%,42.2%
r25,83.3%,83.3%
r23,22.2%,5.6%
r18,6.7%,10.0%
r11,73.3%,73.3%
r27,96.0%,100.0%
r5,25.0%,55.0%
r17,10.0%,16.7%
r19,0.0%,0.0%
r8,0.0%,80.0%
r1,70.0%,70.0%
r30,16.7%,23.3%
r22,14.3%,7.1%
r26,40.0%,0.0%
r9,100.0%,100.0%
r14,57.8%,8.9%
r2,32.5%,65.0%
r20,0.0%,75.0%
r15,0.0%,0.0%
Total,50.0%,53.7%
