List,gaussian_mixture,kmeans
r31,50.0%,0.0%
r7,0.0%,0.0%
r10,40.0%,20.0%
r21,0.0%,0.0%
r34,31.4%,48.6%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,13.3%,0.0%
r13,40.0%,2.9%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,5.0%,20.0%
r32,100.0%,100.0%
r16,3.3%,0.0%
r28,24.4%,33.3%
r25,23.3%,20.0%
r23,0.0%,0.0%
r18,26.7%,26.7%
r11,6.7%,8.9%
r27,96.0%,0.0%
r5,5.0%,25.0%
r17,3.3%,53.3%
r19,0.0%,100.0%
r8,93.3%,93.3%
r1,56.7%,0.0%
r30,33.3%,43.3%
r22,0.0%,2.4%
r26,20.0%,0.0%
r9,0.0%,18.2%
r14,62.2%,0.0%
r2,17.5%,15.0%
r20,12.5%,32.5%
r15,0.0%,0.0%
Total,27.3%,28.5%
