List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,100.0%
r10,0.0%,20.0%
r21,75.0%,75.0%
r34,0.0%,5.7%
r4,0.0%,10.0%
r33,100.0%,0.0%
r12,40.0%,40.0%
r13,94.3%,94.3%
r6,97.1%,97.1%
r29,100.0%,100.0%
r3,13.3%,6.7%
r24,15.0%,2.5%
r32,0.0%,0.0%
r16,46.7%,46.7%
r28,57.8%,42.2%
r25,0.0%,83.3%
r23,5.6%,22.2%
r18,10.0%,13.3%
r11,22.2%,2.2%
r27,4.0%,4.0%
r5,30.0%,55.0%
r17,26.7%,23.3%
r19,0.0%,0.0%
r8,83.3%,80.0%
r1,3.3%,0.0%
r30,13.3%,3.3%
r22,19.0%,14.3%
r26,60.0%,60.0%
r9,100.0%,0.0%
r14,57.8%,6.7%
r2,2.5%,32.5%
r20,20.0%,20.0%
r15,0.0%,0.0%
Total,38.9%,33.4%
