List,gaussian_mixture,kmeans
r31,33.3%,0.0%
r7,73.3%,73.3%
r10,20.0%,20.0%
r21,25.0%,0.0%
r34,37.1%,37.1%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,3.3%,43.3%
r13,48.6%,14.3%
r6,91.4%,0.0%
r29,13.5%,13.5%
r3,20.0%,6.7%
r24,7.5%,27.5%
r32,0.0%,100.0%
r16,20.0%,26.7%
r28,33.3%,42.2%
r25,20.0%,30.0%
r23,0.0%,0.0%
r18,6.7%,10.0%
r11,35.6%,13.3%
r27,96.0%,96.0%
r5,10.0%,25.0%
r17,53.3%,53.3%
r19,100.0%,0.0%
r8,0.0%,90.0%
r1,73.3%,73.3%
r30,43.3%,46.7%
r22,0.0%,9.5%
r26,0.0%,53.3%
r9,31.8%,45.5%
r14,42.2%,40.0%
r2,0.0%,45.0%
r20,20.0%,25.0%
r15,26.7%,0.0%
Total,32.1%,36.4%
